Store,Address,Phone,lat,lon
DENTAL SPA OF NEW YORK,"398 5TH AVE., BROOKLYN, NY",(718) 717-1163,40.6706595,-73.9852767
LAB CORP,"456 5TH AVE., BROOKLYN, NY",(718) 369-4507,40.6689106,-73.9868585
SOUTH SLOPE PEDIATRICS,"501 5TH AVE., BROOKLYN, NY",(718) 576-2450,40.6670437,-73.9877435515289
REHAB ONE PHYSICAL THERAPY,"503 5TH AVE., BROOKLYN, NY",(718) 254-0101,40.6670097,-73.9878679
DIAMOND BRACES,"530 5TH AVE., BROOKLYN, NY",,40.66645635,-73.98895055
THE BACK WHISPERER,"579 5TH AVE., BROOKLYN, NY",(718) 788-3940,40.6647385,-73.9898041
BROOK MEDICAL & DENTIST,"580 5TH AVE., BROOKLYN, NY",(718) 768-8400,40.6647038,-73.9902386
AQUA PHYSICAL THERAPY,"581 5TH AVE, BROOKLYN, NY",(718) 965-0555,40.6646802,-73.989857
PARK SLOPE DENTAL ASSOCIATES,"592 5TH AVE., BROOKLYN, NY",(718) 788-3290,40.6644163,-73.9904772
PASHA DENTAL,"633 5TH AVE., BROOKLYN, NY",(718) 499-6761,40.6630883,-73.9913245
NOVEL HOME HEALTH CARE SERVICES NY,"247 PROSPECT AVE #3., BROOKLYN, NY",(347) 763-1012,40.6641072,-73.9901275
PARK CHEMISTS,"164 5TH AVE., BROOKLYN, NY",(718) 393-5555,40.6778212,-73.9796711
SLOPE DRUGS & SURGICAL SUPPLY,"406 5TH AVE., BROOKLYN, NY",(718) 788-8899,40.67035785,-73.9855753250142
CVS,"341 9TH ST., BROOKLYN, NY",(718) 499-3332,40.6688445,-73.9847539
NEERGAARD PHARMACY,"454 5TH AVE., BROOKLYN, NY",(718) 768-0600,40.668922,-73.9867253
WALGREENS,"468 5TH AVE., BROOKLYN, NY",(718) 499-7500,40.668369874999996,-73.987100625
M B DRUGS PHARMACY,"222 15TH ST., BROOKLYN, NY",(718) 788-0768,40.6653358,-73.9890657
PROSPECT CARE PHARMACY,"596 5TH AVE., BROOKLYN, NY",(347) 725-4600,40.6643271,-73.9905654
ROB’S STOP ‘N WASH,"54 5TH AVE., BROOKLYN, NY",(718) 789-7024,40.681399,-73.9772544
SUPERIOR SUDS,"99 5TH AVE., BROOKLYN, NY",,40.6795363,-73.9781842
ECONOMY CLEANERS,"123 5TH AVE., BROOKLYN, NY",(718) 398-9001,40.6788003,-73.9786728
HAPPY CLEANERS,"182 5TH AVE., BROOKLYN, NY",(718) 789-8900,40.6773401,-73.9799903
LAUNDROMAT,"204 5TH AVE., BROOKLYN, NY",(347) 227-8767,40.67666585,-73.98057501807726
YES CLEANERS,"231 5TH AVE., BROOKLYN, NY",,40.6754629,-73.9809468
WISHY WASHY LAUNDROMAT,"309 5TH AVE., BROOKLYN, NY",(718) 832-8576,40.673013,-73.9829038
YUNG LAUNDROMAT,"394 5TH AVE., BROOKLYN, NY",,40.670764,-73.9852026
DUN - RITE CLEANERS,"401 5TH AVE., BROOKLYN, NY",(718) 499-0644,40.6704111,-73.9850793
S & S CLEANERS,"369 9TH ST., BROOKLYN, NY",(718) 768-6121,40.6683254,-73.9841631
CLEAN N GREEN LAUNDROMAT,"504 5TH AVE., BROOKLYN, NY",(347) 599-1627,40.6672102,-73.9881495
EZ CLEAN LAUNDROMAT,"565 5TH AVE., BROOKLYN, NY",(718) 768-5371,40.6652212,-73.989328
FIFTH AVENUE FRENCH DRY CLEANERS,"622 5TH AVE., BROOKLYN, NY",(718) 965-4021,40.6634137,-73.9914945
LICKERS N SNIFFERS,"41 5TH AVE., BROOKLYN, NY",(347) 721-3807,40.681655,-73.9767453
NYC PET,"218 5TH AVE., BROOKLYN, NY",(718) 230-8224,40.6760326,-73.9808999
PET BOUTIQUE & SUPPLY,"320 5TH AVE., BROOKLYN, NY",(718) 832-7600,40.6730666,-73.9832532
PAWS IN PARADISE,"410 5TH AVE., BROOKLYN, NY",(718) 768-1888,40.670223,-73.9856335
PARK SLOPE VETERINARY CARE,"417 5TH AVE., BROOKLYN, NY",(718) 788-0500,40.6698924,-73.9854993
PET BOUTIQUE & SUPPLY,"588 5TH AVE., BROOKLYN, NY",(718) 499-5400,40.6645078,-73.9904002
GRAPHICOLOR,"121 5TH AVE., BROOKLYN, NY",(718) 398-8745,40.6788513,-73.978641
GOWANUS PRINTLAB,"302 5TH AVE., BROOKLYN, NY",(718) 788-3930,40.6736626,-73.9828814450114
MAIL BOXES ON 5TH,"172 5TH AVE., BROOKLYN, NY",,40.6775265,-73.9798682
ARDITO & ARDITO LAW OFFICES,"211 5TH AVE., BROOKLYN, NY",(718) 399-1100,40.6761124,-73.9803813
LEONARD COLCHAMIRO ARCHITECT,"227 5TH AVE., BROOKLYN, NY",(718) 638-5442,40.6755434,-73.9808644
PHILIP A. ROBINSON ELECTRICIAN,"235 5TH AVE., BROOKLYN, NY",(718) 783-6542,40.6752946,-73.9810518
BEN HERZOG ARCHITECT PC,"247 PROSPECT AVE., BROOKLYN, NY",(347) 410-5860,40.6641072,-73.9901275
ACTIVE TRANSPORT SERVICES INC.,"285 5TH AVE., BROOKLYN, NY",(718) 965-1300,40.6736939,-73.9823351
CARBONE TAX & ACCOUNTING,"340 9TH ST., BROOKLYN, NY",(718) 768-1563,40.668520099999995,-73.98545459628482
LAW OFFICES OF MICHAEL SCHAUM,"288 8TH ST., BROOKLYN, NY",(718) 499-4942,40.66954,-73.9855202
ALLSTATE INSURANCE,"336 9TH ST., BROOKLYN, NY",(718) 686 1200,40.6686091,-73.9855588
H & R BLOCK,"326 9TH ST., BROOKLYN, NY",(718) 768-4933,40.6688037,-73.9859753
SCOTT H GALLANT AND ASSOCIATES INC.,"506 5TH AVE., BROOKLYN, NY",(718) 789-2332,40.6671684,-73.9881815
REVOLUTION DRIVING SCHOOL,"261 13TH ST., BROOKLYN, NY",,40.6670124,-73.9885708
H & R BLOCK,"566 5TH AVE., BROOKLYN, NY",(718) 965-0186,40.66522325,-73.98994495
MAX. J. POLLACK & SONS INSURANCE,"682 UNION ST, BROOKLYN, NY",(718) 624-1461,40.6764717,-73.981007
DOUGLAS ELLIMAN,"43 55H AVE., BROOKLYN, NY",(347) 844-9162,40.7577971,-73.9005748
B.A. CONSULTANTS,"74 5TH AVE., BROOKLYN, NY",(718) 789-8193,40.6807515,-73.9776897
DOUGLAS ELLIMAN,"190 5TH AVE., BROOKLYN, NY",(212) 668-0001,40.6770114,-73.9802235
BROWN HARRIS STEVENS,"244 5TH AVE., BROOKLYN, NY",,40.6754437,-73.98138399085605
ROYAL SLOPE REALTY,"288 8TH ST., BROOKLYN, NY",(718) 768-7489,40.66954,-73.9855202
KAITO MANAGEMENT,"291 5TH AVE., BROOKLYN, NY",(718) 788-6500,40.6735663,-73.9824372
BRENTON REALTY,"329 5TH AVE., BROOKLYN, NY",(718) 768-4566,40.6723916,-73.9834243
ZEALESTATE,"347 5TH AVE., BROOKLYN, NY",(646) 450-7047,40.6718424,-73.9838801
GHEITH DONIA,"325 9TH ST., BROOKLYN, NY",(718) 768-8064,40.6690196,-73.9855551
NEW YORK KIDS CLUB,"125 5TH AVE, BROOKLYN, NY",(347) 706-4700,40.6787276,-73.9787312
ELADIA’S KIDS,"147 5TH AVE., BROOKLYN, NY",(718) 622-3316,40.6780568,-73.9791772
SUNFLOWER ACADEMY,"238-240 5TH AVE., BROOKLYN, NY",(718) 783-0738,40.675523444444444,-73.98118655555555
JUGUEMOS A CANTAR,"323 5TH AVE., BROOKLYN, NY",(917) 453-1187,40.6725317,-73.9833019
MS 51: WILLIAM ALEXANDER MIDDLE SCHOOL,"350 5TH AVE., BROOKLYN, NY",(718) 499-4948,40.67218135,-73.98445164830235
GIOCARE PLAY SCHOOL,"552 5TH AVE., BROOKLYN, NY",(347) 827-1372,40.6655533,-73.9895494
BROOKLYN APPLE ACADEMY,"545 5TH AVE., BROOKLYN, NY",(917) 533-5977,40.6657557,-73.9888755
PARK SLOPE SCHOOLHOUSE,"556 5TH AVE., BROOKLYN, NY",(718) 768-4873,40.6654093,-73.9896644
IMANI HOUSE,"76A 5TH AVE., BROOKLYN, NY",(718) 638-2059,40.6806548,-73.9777505
NY KIDS CLUB,"125 5TH AVE., BROOKLYN, NY",(718) 857-0700,40.6787276,-73.9787312
TUTU SCHOOL PARK SLOPE,"235 5TH AVE., BROOKLYN, NY",(917) 933-8007,40.6752946,-73.9810518
FIGTREE PROGRAM,"688 UNION ST., BROOKLYN, NY",(917) 523-4685,40.6763802,-73.980756
MATHNASIUM,"361 5TH AVE., BROOKLYN, NY",(718) 369-6284,40.6713825,-73.984267
MY GYM PARK SLOPE,"367 5TH AVE., BROOKLYN, NY",(718) 788-2200,40.6712289,-73.9843854
826NYC,"372 5TH AVE., BROOKLYN, NY",(718) 499-9884,40.6713828,-73.9846752
KUMON,"434 5TH AVE #2, BROOKLYN, NY",(347) 382-8084,40.6695949,-73.9861675
BROOKLYN ROBOT FOUNDRY,"586 5TH AVE., BROOKLYN, NY",(347) 762-6840,40.6645563,-73.9903601
GOOD DAY PLAY CAFE,"591 5TH AVE., BROOKLYN, NY",(347) 294-4334,40.6644403,-73.990049
CASETTA IDA,"217 5TH AVE., BROOKLYN, NY",(347) 407-1564,40.6760121,-73.9805611
PRIVATE PICASSOS,"237 5TH AVE., BROOKLYN, NY",(718) 215-0589,40.6752308,-73.9811025
PUPPETRY ARTS,"339 2ND ST., BROOKLYN, NY",(718) 768-3703,40.6737588,-73.98318514939966
THE BROOKLYN MUSIC STUDIO,"318 5TH AVE., BROOKLYN, NY",(347) 560-4014,40.673112,-73.9832132
PIPER THEATRE,"336 5TH AVE., BROOKLYN, NY",(718) 768-3195,40.67227588888889,-73.98358966666667
PINOT'S PALETTE,"382 5TH AVE., BROOKLYN, NY",(929) 337-8528,40.6712029,-73.9848237
WRITOPIA BK,"391 5TH AVE., BROOKLYN, NY",(718) 285-9638,40.6706191,-73.9848406
BROOKLYN ARTS EXCHANGE,"421 5TH AVE., BROOKLYN, NY",(718) 832-0018,40.6698196,-73.9855042
PARK SLOPE MUSIC SCHOOL,"436 5TH AVE., BROOKLYN, NY",(718) 369-3260,40.6695448,-73.9862638
SLOPE MUSIC,"271 9TH ST., BROOKLYN, NY",(718) 768-3804,40.6699902,-73.98738822500755
NEW YORK GUITAR ACADEMY,"506 5TH AVE., BROOKLYN, NY",(646) 703-0007,40.6671684,-73.9881815
THE GRAND PROSPECT HALL,"263 PROSPECT AVE., BROOKLYN, NY",(718) 788-0777,40.66391675,-73.98935153353119
EVENTS AT STONE PARK,"357 3RD ST., BROOKLYN, NY",(718) 369-0082,40.6731694,-73.9835060195083
SLOPE SPACE,"390 5TH AVE., BROOKLYN, NY",(201) 575-9400,40.6708589,-73.9851034
BINGO PARK SLOPE,"416 5TH AVE., BROOKLYN, NY",(718) 788-1691,40.6701392,-73.9857019
CHASE,"159 5TH AVE., BROOKLYN, NY",(718) 857-0391,40.6777477,-73.9793844
CHASE,"444 5TH AVE., BROOKLYN, NY",(718) 768-6581,40.66951345,-73.98648583999186
HSBC,"325 9TH ST., BROOKLYN, NY",(800) 975-4722,40.6690196,-73.9855551
CHASE,"533 5TH AVE., BROOKLYN, NY",(718) 965-7499,40.6662026,-73.9885839
LA NACIONAL MONEY ORDERS,"561 5TH AVE., BROOKLYN, NY",(718) 832-5656,40.6652849,-73.98925145233633
PAY O MATIC WESTERN UNION MONEY CENTER,"582 5TH AVE., BROOKLYN, NY",(718) 965-9708,40.6646874,-73.99036017656212
PARK SLOPE KITCHEN GALLERY,"233 PROSPECT AVE., BROOKLYN, NY",(718) 832-0002,40.66446,-73.990803
STEVE BELSITO’S SONS INC.,"395 5TH AVE., BROOKLYN, NY",(718) 768-5246,40.6705471,-73.9849512
PARK SLOPE PLUMBING SUPPLY KITCHEN  & BATH SHOWROOM,"601 5TH AVE., BROOKLYN, NY",(718) 832-0400,40.6642145,-73.9902182
R & A CYCLES,"105 5TH AVE., BROOKLYN, NY",(718) 636-5242,40.6793908,-73.978277
M & C E BIKES,"119 5TH AVE., BROOKLYN, NY",,40.6788936,-73.978612
BICYCLE HABITAT,"476 5TH AVE., BROOKLYN, NY",(718) 788-2543,40.6682656,-73.98743462335804
PARK SLOPE CHRISTIAN ACADEMY,"98 5TH AVE., BROOKLYN, NY",(718) 636-9363,40.6799705,-73.9782546
IGLESIA PENTECOSTAL JESUS CHRISTOS,"175 5TH AVE., BROOKLYN, NY",(718) 965-2923,40.67725935,-73.97962964999999
JOHNNY’S UNIVERSAL BOTANICA & MYSTICAL SHOP,"376 5TH AVE., BROOKLYN, NY",(718) 832-3606,40.6712721,-73.9847619
RED HOOK ON THE ROAD,"151 5TH AVE., BROOKLYN, NY",(718) 237-4846,40.6779886,-73.9792229
GREENSPACE@PRESIDENT STREET,"222 5TH AVE., BROOKLYN, NY",,40.6760498,-73.980826
OLD STONE HOUSE & WASHINGTON PARK,"326-344 5TH AVE., BROOKLYN, NY",(718) 768-3195,40.67249477777778,-73.98340633333333
AMERICAN LEGION,"389 5TH AVE., BROOKLYN, NY",(347) 484-7351,40.6706527,-73.98479220492187
CENTER FOR ANTI-VIOLENCE EDUCATION,"402 5TH AVE., BROOKLYN, NY",(718) 788-1775,40.6705419,-73.9853657
INTERFERENCE ARCHIVE,"314 7TH ST., BROOKLYN, NY",,40.6704879,-73.9857817
VAN BRUNT POST OFFICE,"275 9TH ST., BROOKLYN, NY",(718) 768-1284,40.66973768965517,-73.98727182758621
DISTRICT OFFICE OF COUNCIL MEMBER BRAD LANDER,"456 5TH AVE., BROOKLYN, NY",(718) 499-1090,40.6689106,-73.9868585
ARECIBO CAR AND LIMO SERVICE,"171 5TH AVE., BROOKLYN, NY",(718) 783-6465,40.6773449,-73.9796702
EASTERN CAR SERVICE,"224 15TH ST., BROOKLYN, NY",(718) 499-6227,40.665239,-73.98901507766467
GEEK SHOP INC,"219, 5TH AVE, BROOKLYN, 11215",9176422672,40.675980755706505,-73.98074127178114
"CARDENAS, AVELINA","537, 5TH AVE, BROOKLYN, 11215",7187819115,40.66603201917596,-73.98890859831776
NEW SOFO CLEANER INC,"497, COURT ST, BROOKLYN, 11231",718-852-8151,40.67593570184019,-73.99897974235112
"FOUR SEASONS LAUNDROMAT, INC.","287, 6TH AVE, BROOKLYN, 11215",7183693328,40.67276100477928,-73.97998155089965
"DITMAS FRUITS & DAIRY, INC.","124, DITMAS AVE, BROOKLYN, 11218",718-853-9342,40.63558250910921,-73.97765437569278
"GONG, GUO QI LI","453, 4TH ST, BROOKLYN, 11215",718-965-9484,40.66974426613247,-73.97870274659611
LAUNDROMAT 101 LLC,"309, 5TH AVE, BROOKLYN, 11215",9178035484,40.67306891200015,-73.98304570492881
ORIENT DRY CLEANING & TAILORING INC,"1316, 41ST ST, BROOKLYN, 11218",,40.639146665208095,-73.986880883074
SLOPE LAUNDROMAT INC.,"54, 5TH AVE, BROOKLYN, 11217",7187897024,40.681346127359575,-73.97713067354555
UBREAKIFIX DOWNTOWN BROOKLYN INC,"392, COURT ST, BROOKLYN, 11231",5612903281,40.680835078642225,-73.99664696352238
UNLIMIT YOURSELF WIRELESS 6 INC,"475, 5TH AVE, BROOKLYN, 11215",,40.66806297907148,-73.98721764446852
MAURO IRON WORKS INC.,"4013, 10TH AVE, BROOKLYN, 11219",7188530935,40.643923163058965,-73.99361473790634
"FAMILY SOCIAL ADULT DAY CARE, INC","251, E 5TH ST, BROOKLYN, 11218",7189099777,40.64648997232025,-73.97608677774659
FALCON HOLDING CORP.,"15, CARROLL ST, BROOKLYN, 11231",7187973757,40.683478227881174,-74.00515594861973
PRODUCT AND DATA CENTER LLC,"479, 5TH AVE, BROOKLYN, 11215",718-522-2587,40.66806297907148,-73.98721764446852
MP ARMORY LLC,"406, 15TH ST, BROOKLYN, 11215",2124903460,40.66248778316455,-73.98296188812094
"ARI UNIVERSAL, INC.","3924, 13TH AVE, BROOKLYN, 11218",7186332200,40.64045313785852,-73.98648787373986
ARI URE,"3924A, 13TH AVE, BROOKLYN, 11218",7186332202,40.64045313785852,-73.98648787373986
"TWIN MED, LLC","1377, 41ST ST, BROOKLYN, 11218",3238262278,40.638589360256205,-73.98592255924704
"SIDDIQUE, MOHAMMAD A","471, MCDONALD AVE, BROOKLYN, 11218",7184312002,40.64245577354049,-73.97936366132777
CASA AZUL. INC,"369, 7TH AVE, BROOKLYN, 11215",9293376767,40.66559757021419,-73.98264749426822
"SACKETT CONSTRUCTION, INC","322, GREENWOOD AVE, BROOKLYN, 11218",718-614-3937,40.650390775274154,-73.97844224549989
B & A APPLIANCES INC.,"611, 6TH AVE, BROOKLYN, 11215",7183690901,40.662974260329825,-73.98814856775185
R. SUTTON & CO. LLC,"478, 7TH ST, BROOKLYN, 11215",7184901220,40.667787462489116,-73.97993978706384
"R H CONSTRUCTION USA, INC.","553, E 2ND ST, BROOKLYN, 11218",7188712584,40.6374543675197,-73.97721417411194
SEELEY GOURMET DELI INC,"251, SEELEY ST, BROOKLYN, 11218",7182089882,40.65559115506653,-73.9737192576748
360 GENERAL CONTRACTING INC.,"1409, 35TH ST, BROOKLYN, 11218",6462434876,40.64133624845001,-73.9813998615685
BHAKTI 514 INC,"514, 4TH AVE, BROOKLYN, 11215",718-768-6310,40.66785746396845,-73.99081158381215
DINEEN CONSTRUCTION CORP.,"389, 9TH ST, BROOKLYN, 11215",7189652364,40.66770015800113,-73.98324172369716
KHOKON CONVENIENCE INC.,"445, 7TH AVE, BROOKLYN, 11215",718-499-6547,40.663069928137716,-73.9847567582242
"POWER TECH GAS, INC.","1, CORTELYOU RD, BROOKLYN, 11218",347-533-7898,40.637839057963475,-73.97944435708268
GOOD GUYS AUTO ALARM & STEREO LLC,"71, 15TH ST, BROOKLYN, 11215",7189817568,40.668192572349454,-73.9947154626163
"SIDDIQUE, MOHAMMAD A","471, MCDONALD AVE, BROOKLYN, 11218",7184312002,40.64245577354049,-73.97936366132777
SHOCKED ELECTRONICS INC,"209, DITMAS AVE, BROOKLYN, 11218",7186333331,40.63570583428936,-73.9766959423963
FRUIT KING & DELI GROCERY CORP.,"761, MCDONALD AVE, BROOKLYN, 11218",718-633-6996,40.63519280635445,-73.97794994806387
"J & R TELEVISION & AIR CONDITIONING SERVICE & SALES, INC","108, 7TH AVE, BROOKLYN, 11215",7186383040,40.67404200287496,-73.97575965466342
ALLOCCO RECYCLING LTD,"500, HENRY ST, BROOKLYN, 11231",7183493094,40.68424687777695,-73.99936541439403
"GEM FINANCIAL SERVICES, INC.","230, FLATBUSH AVE, BROOKLYN, 11217",7189911244,40.68063478327957,-73.97497849078086
"CHAN, HOKHON S","484, HENRY ST, BROOKLYN, 11231",718-855-2017,40.68510324352359,-73.99895436256185
OFFICE SUPERSTORE EAST LLC,"348, 4TH AVE, BROOKLYN, 11215",,40.67366492238956,-73.98597283616363
LADIES AUXILIARY OF YESHIVA BAIS ISSAC ZVI,"416, 5TH AVE, BROOKLYN, 11215",9176865535,40.67006372741872,-73.9855770618578
WINDSOR LAUNDROMAT INC.,"223, PROSPECT PARK W, BROOKLYN, 11215",3472362573,40.66011591875015,-73.98059447157469
LUCKY CLEANERS 5512 INC,"705, CHURCH AVE, BROOKLYN, 11218",718-438-7806,40.645556031616756,-73.9728691785918
"THE LAUNDRY LOUNGE, INC.","226, COURT ST, BROOKLYN, 11201",7185220001,40.68628608921809,-73.99401812661107
K M CONSTRUCTION USA INC,"140, OCEAN PKWY, BROOKLYN, 11218",917 518-0558,40.64678070048753,-73.9750560509525
SACO SUDS INC,"3706, 12TH AVE, BROOKLYN, 11218",917-692-5624,40.64297295988521,-73.98744946319373
BOLLA OPERATING CORP.,"375, HAMILTON AVE, BROOKLYN, 11231",718-377-2493,40.67319367323885,-73.99918526943868
BETH EL CLEANERS INC,"326, FLATBUSH AVE, BROOKLYN, 11238",7186389182,40.676774987578604,-73.97217509624645
YESHIVA BAIS ISSAC ZVI,"416, 5TH AVE, BROOKLYN, 11215",7188547777,40.67006372741872,-73.9855770618578
NEW UNITED LAUNDEY & DRYCLEANING INC,"135, 7TH AVE, BROOKLYN, 11215",3474191192,40.67290857505244,-73.97655316379395
"J&M LAUNDRY SERVICES, INC.","760, MCDONALD AVE, BROOKLYN, 11218",7189388400,40.63519281049794,-73.97797156576094
DREAM CLEAN LAUNDROMAT 2 CORP,"551, HENRY ST, BROOKLYN, 11231",3477394059,40.68289919647403,-73.9999891834185
PHI CONSTRUCTION INC,"545, 10TH ST, BROOKLYN, 11215",9172937045,40.66609421890248,-73.98164167640368
"LA, LILY C","130, UNION ST, BROOKLYN, 11231",718-852-0966,40.68418372663789,-74.0023075818366
PARK SLOPE LAUNDRY CORP.,"512, 4TH AVE, BROOKLYN, 11215",718-499-2197,40.66804135184704,-73.9906601600709
NIDA'S GROCERY STORE INC.,"1501, 8TH AVE, BROOKLYN, 11215",718-369-0542,40.66204577305167,-73.98229518700366
NEW HORIZAN COMMUNITY CENTER,"416, 5TH AVE, BROOKLYN, 11215",9176865535,40.67006372741872,-73.9855770618578
BOLLA OPERATING CORP.,"378, CONEY ISLAND AVE, BROOKLYN, 11218",718-377-2493,40.64873417146325,-73.97154533528193
"ULLAH, MOBAREK","1241, 39TH ST, BROOKLYN, 11218",9176244782,40.641380993053716,-73.98752903486773
ONE STOP FARM CORP.,"630, CATON AVE, BROOKLYN, 11218",718-436-3410,40.64769453310428,-73.9742376864621
PTA YESHIVA BAIS ISAAC ZVI,"416, 5TH AVE, BROOKLYN, 11215",7185262280,40.67006372741872,-73.9855770618578
J&K CLEANERS CORP.,"369, 9TH ST, BROOKLYN, 11215",718-767-6121,40.66827947457305,-73.98444195554545
BOLLA OPERATING CORP.,"3132, FORT HAMILTON PKWY, BROOKLYN, 11218",718-377-2493,40.64795088626021,-73.97966827099452
BOLLA OPERATING CORP.,"375, HAMILTON AVE, BROOKLYN, 11231",718-377-2493,40.67321014353927,-73.99946645950065
"PROPARK AMERICA NEW YORK, LLC","906, UNION ST, BROOKLYN, 11215",3475060477,40.67297059236326,-73.97161430489163
SHOCKED ELECTRONICS INC,"209, DITMAS AVE, BROOKLYN, 11218",7186333331,40.63570583428936,-73.9766959423963
SHARIF M ALBUKHAITI,"507, CORTELYOU RD, BROOKLYN, 11218",347-955-5596,40.63840346115182,-73.9743529702767
P & E GROCERY CORP.,"228, PROSPECT PARK W, BROOKLYN, 11215",718-369-7701,40.65965212015705,-73.98100909763238
BENSON METAL CORP.,"543, SMITH ST, BROOKLYN, 11231",7183721258,40.67325954067641,-73.99847868744939
"AL-MALAHI, NASSER S","369, MCDONALD AVE, BROOKLYN, 11218",718-436-9115,40.64476421622695,-73.97980617375545
BERNIE LAUNDROMAT INC,"3605, 15TH AVE, BROOKLYN, 11218",7189723107,40.6395409638072,-73.98023293021802
BROOKE'S APPLIANCE BROTHERS INC.,"387, 7TH AVE, BROOKLYN, 11215",7188320055,40.66521883826631,-73.9829647950902
"IMPERIAL PARKING (U.S.), LLC","187, PACIFIC ST, BROOKLYN, 11201",212-934-8660,40.689209230130494,-73.99329669069434
"CARROLL GARDEN DELI GROCERY, INC","245, COLUMBIA ST, BROOKLYN, 11231",718-875-6276,40.68381864844352,-74.00327746938427
J & H FARM USA CORP.,"214, PROSPECT PARK W, BROOKLYN, 11215",718-369-7704,40.66025314249449,-73.98050432407473
MIKE'S COOLING & REFRIGERATION CORP.,"4206, 14TH AVE, BROOKLYN, 11219",718-972-7905,40.637513408350365,-73.98595881697845
LA FLOR DE SANTA  INES INC,"731, CHURCH AVE, BROOKLYN, 11218",7188544854,40.645775484688755,-73.97232495764754
"RAHMAN, DALILUR","121, LOUISA ST, BROOKLYN, 11218",7184370242,40.64232745714834,-73.98364446293292
"VOLK REPAIR QUALITY SERVICE, INC.","373A, PROSPECT AVE, BROOKLYN, 11215",718-755-5755,40.66117888721513,-73.98562583947515
"MINI FRUIT MARKET DELI, LLC","4101, FORT HAMILTON PKWY, BROOKLYN, 11219",6468753099,40.64212797468783,-73.9920294470866
NINAD GENERAL CONSTRUCTION CORP,"105, E 8TH ST, BROOKLYN, 11218",3478661225,40.64748284858153,-73.9727783047478
KAMAL CONTRACTING CORP.,"593, E 2ND ST, BROOKLYN, 11218",7188511247,40.63672422703474,-73.97707750818994
PASHA PAINTING & DECORATING CORP,"124, CLARA ST, BROOKLYN, 11218",9175016281,40.64284358481585,-73.98442266278614
INTERNATIONAL DELI CORP.,"4017, 14TH AVE, BROOKLYN, 11218",718-436-0072,40.638580985157546,-73.98481639930145
GIADA STONE CORP.,"268, 11TH ST, BROOKLYN, 11215",7188322840,40.668713660374316,-73.98884326670174
HIPSTER DELI GROCERY I CORP,"168, 7TH AVE, BROOKLYN, 11215",347-967-2812,40.671871227880956,-73.97744394645942
SHOCKED ELECTRONICS INC,"209, DITMAS AVE, BROOKLYN, 11218",7186333331,40.63570583428936,-73.9766959423963
M. ALAM CONTRACTING CORP,"262, DAHILL RD, BROOKLYN, 11218",9293315582,40.64110273948032,-73.98018922833552
"METRO PLACE OF UTRECHT, INC.","4404, NEW UTRECHT AVE, BROOKLYN, 11219",9172990984,40.64082982750673,-73.9943284782062
SMD CONSTRUCTION GROUP INC,"1223, 39TH ST, BROOKLYN, 11218",,40.64155394467569,-73.98781005940819
GOOD LUCK 4TH AVE. BEER HOUSE INC,"246, 11TH ST, BROOKLYN, 11215",646-573-2217,40.66893877623525,-73.98930824470426
AL-KAHA FOOD PLUS INC.,"565, 4TH AVE, BROOKLYN, 11215",347-567-5002,40.66596368132183,-73.99236903696071
"STAR CONSORTIAM, INC.","20, MICIELI PL, BROOKLYN, 11218",7189725818,40.64643340829868,-73.98199302747814
TUR CONTRACTING INC,"1056, 38TH ST, BROOKLYN, 11219",7184370976,40.64432921023302,-73.99092292713864
PARK SLOPE TRUECLEAN CORP.,"416, 4TH AVE, BROOKLYN, 11215",917-982-7818,40.67146930981122,-73.9877973820467
"GREEN,GEOFFREY H","15, REEVE PL, BROOKLYN, 11218",9177769571,40.65292364425577,-73.9756123598198
"DEFINE CONTRACTING, INC.","445, E 5TH ST, BROOKLYN, 11218",917-517-2117,40.64156563085332,-73.97515528940106
MOON MINI MARKET LLC,"701, CHURCH AVE, BROOKLYN, 11218",7185339030,40.64552036894587,-73.97295207376487
NAILA CONSTRUCTION CORP.,"1272, 36TH ST, BROOKLYN, 11218",7189722693,40.642489581836635,-73.98498126369965
CIGAR VAPE INC I,"452, 5 AVENUE, BROOKLYN, 11215",718-788-1812,40.6689082926649,-73.98653618076982
JASMINE'S FLORAL DESIGNS INC,"543, 5TH AVE, BROOKLYN, 11215",917-750-1118,40.66590576942793,-73.98901315296109
12 ST FOOD CORP,"493, 5TH AVE, BROOKLYN, 11215",347-223-8927,40.66750584002492,-73.98768275690638
ASTRO CLEANERS INC.,"327, CHURCH AVE, BROOKLYN, 11218",7186332071,40.643767365285775,-73.9771651739108
MIFTAJ CONSTRUCTION CORP.,"4117, 15TH AVE, BROOKLYN, 11219",7186121873,40.63669234643895,-73.98319546523705
SCK TEAM WORK CORP.,"113, 13TH ST, BROOKLYN, 11215",6467720496,40.66965826143357,-73.99426114025222
M & S CONSTRUCTION US INC,"3321, 12TH AVE, BROOKLYN, 11218",9175012595,40.64545623338991,-73.9817914949767
EOM GROCERY INC.,"1507, 40TH ST, BROOKLYN, 11218",7184374997,40.63715604000825,-73.98203516453381
"HOLTAN, BRIAN W","517, 8TH AVE, BROOKLYN, 11215",7187680201,40.66800656068222,-73.9773335069916
DONIA DELI & GROCERY CORP.,"484, 8TH ST, BROOKLYN, 11215",718-768-8597,40.666143039722,-73.97828215571396
"H.L. GENERAL CONTRACTORS, INC","197, COLUMBIA ST, BROOKLYN, 11231",7188348675,40.685366718652226,-74.00252396240984
